Date,Description,Amount,Category
24-07-2024,"UPI/P2M/420617556564/PARASURAMAN
MUNISAMY /Paymen/Yes Bank Ltd",83.0,Others
25-07-2024,"UPI/P2M/420713981495/FELIX LOGISTICS
/Paymen/City Union Bank",20.0,Others
25-07-2024,"UPI/P2M/420793990163/FELIX LOGISTICS
/Paymen/City Union Bank",20.0,Others
25-07-2024,"UPI/P2M/420772715686/PUNNIYAMUTHY M
/Paymen/City Union Bank",120.0,Others
25-07-2024,"UPI/P2M/420786966093/Mr Murali Dharan K
/Paymen/Yes Bank Ltd",20.0,Others
25-07-2024,"UPI/P2M/420777234221/ULZAVAR
URPATHIAARLAR/Paymen/Yes Bank Ltd",75.0,Others
25-07-2024,"UPI/P2M/420750634597/MUNISAMY
PUNNIYAMURTH/Paymen/Yes Bank Ltd",40.0,Others
25-07-2024,"ECOM PUR/RESUMEBUILDER/800-442-
4189/250724/15:56/420720002814",257.28,Others
26-07-2024,"UPI/P2A/457432775573/DEEPALI MISHRA
/Top-up/Axis Bank Ltd.",236.0,Others
26-07-2024,"UPI/P2M/420854345402/ASTROTALK
SERVICES PR/astrot/HDFC BANK LTD",236.0,Others
26-07-2024,"UPI/P2M/420878332277/ASTROTALK
SERVICES PR/astrot/HDFC BANK LTD",236.0,Others
26-07-2024,"UPI/P2M/420820332246/FELIX LOGISTICS
/Paymen/City Union Bank",20.0,Others
26-07-2024,"UPI/P2A/420825095134/ADRISH
SRIVASTAVA   /Paymen/Kotak Mahindra Bank",60.0,Others
26-07-2024,"UPI/P2M/420817994412/FELIX LOGISTICS
/Paymen/City Union Bank",20.0,Others
26-07-2024,"UPI/P2M/420893854578/Mr Murali Dharan K
/Paymen/Yes Bank Ltd",20.0,Others
26-07-2024,"UPI/P2M/420861729993/Dominos Pizza
/Paymen/Yes Bank Ltd",153.0,Food & Dining
26-07-2024,"UPI/P2M/420828139369/GOOGLE INDIA
DIGITAL /Paymen/Axis Bank Ltd.",50.0,Others
27-07-2024,"UPI/P2M/420930016085/Mr Murali Dharan K
/Paymen/Yes Bank Ltd",98.0,Others
27-07-2024,"UPI/P2M/420984957582/Google India Digital
/Paymen/Axis Bank Ltd.",449.0,Others
28-07-2024,"UPI/P2M/421089676523/Mr Murali Dharan K
/Paymen/Yes Bank Ltd",15.0,Others
28-07-2024,"UPI/P2A/421170252691/PALAK MOHIT
SHARMA   /Paymen/HDFC BANK LTD",301.0,Others
29-07-2024,"UPI/P2M/421135999797/Airtel Prepaid
Rechar/Prepai/Airtel Payments Bank",49.0,Others
29-07-2024,"UPI/P2A/421138403605/DEVANSHI ARYA
/Paymen/HDFC BANK LTD",60.0,Others
29-07-2024,"UPI/P2M/421184912144/R GAYATHRI
/Paymen/Yes Bank Ltd",40.0,Others
29-07-2024,"UPI/P2A/457889866703/DEEPALI MISHRA
/Top-up/Axis Bank Ltd.",236.0,Others
30-07-2024,"UPI/P2M/421215141718/ASTROTALK
SERVICES PR/astrot/HDFC BANK LTD",118.0,Others
30-07-2024,"UPI/P2M/421255977884/FELIX LOGISTICS
/Paymen/City Union Bank",20.0,Others
30-07-2024,"UPI/P2M/421257873887/R GAYATHRI
/Paymen/Yes Bank Ltd",50.0,Others
31-07-2024,"UPI/P2M/421393723516/Dominos Pizza
/Paymen/Yes Bank Ltd",181.0,Food & Dining
31-07-2024,"ECOM PUR/VIT AC
IN/GURGAON/310724/13:23/421313383733",5367.0,Others
31-07-2024,"UPI/P2M/421320855864/Mr Murali Dharan K
/Paymen/Yes Bank Ltd",48.0,Others
01-08-2024,"UPI/P2M/421441051963/FELIX LOGISTICS
/Paymen/City Union Bank",20.0,Others
01-08-2024,"UPI/P2M/421450285434/R GAYATHRI
/Paymen/Yes Bank Ltd",40.0,Others
02-08-2024,"UPI/P2A/458130538740/DEEPALI MISHRA
/Top-up/Axis Bank Ltd.",25.0,Others
02-08-2024,"UPI/P2A/458158000425/DEEPALI MISHRA
/Top-up/Axis Bank Ltd.",4.0,Others
02-08-2024,"UPI/P2A/458157928986/DEEPALI MISHRA
/Top-up/Axis Bank Ltd.",1.0,Others
02-08-2024,"UPI/P2M/421504129173/R GAYATHRI
/Paymen/Yes Bank Ltd",40.0,Others
02-08-2024,"UPI/P2A/458190851532/RUSHABH MEHTA
/UPI/HDFC BANK LTD",850.0,Others
02-08-2024,"UPI/P2A/458154891596/SAKSHI MISHRA
/Paymen/Axis Bank Ltd.",2310.0,Others
02-08-2024,"UPI/P2M/458178892950/Amazon India         /You
ar/Amazon RBL",1999.0,Shopping
03-08-2024,"UPI/P2M/421664007690/Google India Digital
/Paymen/Axis Bank Ltd.",179.0,Others
03-08-2024,"UPI/P2M/421617475429/Google India Digital
/Paymen/Axis Bank Ltd.",179.0,Others
03-08-2024,"UPI/P2M/421686712241/MUNISAMY
PUNNIYAMURTH/Paymen/Yes Bank Ltd",249.0,Others
03-08-2024,"UPI/P2A/421759697917/DEVANSHI ARYA
/Paymen/HDFC BANK LTD",85.0,Others
03-08-2024,"UPI/P2M/421792528984/Google India Digital
/Paymen/Axis Bank Ltd.",179.0,Others
04-08-2024,"UPI/P2M/421752949351/MC DONALDS
/Paymen/HDFC BANK LTD",443.02,Others
04-08-2024,"UPI/P2M/421711116608/MUNISAMY
PUNNIYAMURTH/Paymen/Yes Bank Ltd",30.0,Others
04-08-2024,"UPI/P2M/421721497881/Coursera
/Paymen/ICICI Bank",6512.0,Others
04-08-2024,"UPI/P2M/421741745974/Mr Murali Dharan K
/Paymen/Yes Bank Ltd",83.0,Others
04-08-2024,"UPI/P2M/421818450836/Google India Digital
/Paymen/Axis Bank Ltd.",179.0,Others
05-08-2024,"UPI/P2A/458483468595/SANJANA SRIDHAR
/UPI/HDFC BANK LTD",63.0,Others
05-08-2024,"UPI/P2M/421826849222/PUNNIYAMUTHY M
/Paymen/City Union Bank",40.0,Others
05-08-2024,"UPI/P2M/421823288183/R GAYATHRI
/Paymen/Yes Bank Ltd",20.0,Others
05-08-2024,"UPI/P2M/421834140455/Google India Digital
/Paymen/Axis Bank Ltd.",179.0,Others
06-08-2024,"UPI/P2M/421925035272/PUNNIYAMUTHY M
/Paymen/City Union Bank",115.0,Others
06-08-2024,"UPI/P2M/421912092879/Mr Murali Dharan K
/Paymen/Yes Bank Ltd",40.0,Others
06-08-2024,"UPI/P2M/421921377645/JM GENERAL STORE
/Paymen/Yes Bank Ltd",35.0,Others
06-08-2024,"UPI/P2M/421919725058/ALL MART
/Paymen/Yes Bank Ltd",1177.0,Others
07-08-2024,"UPI/P2A/458618247824/DEEPALI MISHRA
/Top-up/Axis Bank Ltd.",117.5,Others
07-08-2024,"UPI/P2A/458687151883/DEEPALI MISHRA
/Top-up/Axis Bank Ltd.",177.0,Others
07-08-2024,"UPI/P2A/458624665469/DEEPALI MISHRA
/Top-up/Axis Bank Ltd.",200.0,Others
07-08-2024,"UPI/P2A/458609539829/DEEPALI MISHRA
/Top-up/Axis Bank Ltd.",177.0,Others
07-08-2024,"UPI/P2A/422093171510/ARMAAN BATRA
/Paymen/Axis Bank Ltd.",42.0,Others
07-08-2024,"UPI/P2A/422083037228/ANIRUDDH LAHARIA
/Paymen/ICICI Bank",20.0,Others
07-08-2024,"UPI/P2M/422042138460/Mr Syead Abdul
Rahuma/Paymen/Yes Bank Ltd",250.0,Others
07-08-2024,"UPI/P2A/422018610973/ARMAAN BATRA
/Paymen/Axis Bank Ltd.",90.0,Others
07-08-2024,"UPI/P2M/422010584213/DIVINE CAFE
/Paymen/Yes Bank Ltd",100.0,Food & Dining
07-08-2024,"UPI/P2M/422077108513/ALL MART
/Paymen/Yes Bank Ltd",40.0,Others
07-08-2024,"UPI/P2A/458692046793/ADRISH
SRIVASTAVA    /UPI/Kotak Mahindra Bank",55.0,Others
07-08-2024,"UPI/P2A/458616381264/DEEPALI MISHRA
/Top-up/Axis Bank Ltd.",500.0,Others
07-08-2024,"UPI/P2M/422000925478/Mr Murali Dharan K
/Paymen/Yes Bank Ltd",68.0,Others
08-08-2024,"UPI/P2M/422162204347/IIT Madras
/Payvia/Axis Bank Ltd.",1003.54,Others
08-08-2024,"UPI/P2M/422150169230/FELIX LOGISTICS
/Paymen/City Union Bank",20.0,Others
08-08-2024,"UPI/P2M/422167389446/BharatPe Merchant
/Pay To/YesBank_Yespay",1269.0,Others
08-08-2024,"UPI/P2M/422113521573/Mr Murali Dharan K
/Paymen/Yes Bank Ltd",75.0,Others
08-08-2024,"UPI/P2M/422109452454/AKASHGANGA
FOURG     /Paymen/Yes Bank Ltd",2100.0,Others
08-08-2024,"UPI/P2M/422108903121/Mr Murali Dharan K
/Paymen/Yes Bank Ltd",20.0,Others
08-08-2024,"UPI/P2M/422149020781/Mr Murali Dharan K
/Paymen/Yes Bank Ltd",10.0,Others
09-08-2024,"ECOM PUR/RESUMEBUILDER/800-442-
4189/090824/04:31/422270016783",2095.69,Others
09-08-2024,"UPI/P2M/422233286692/FELIX LOGISTICS
/Paymen/City Union Bank",20.0,Others
09-08-2024,"UPI/P2M/422252414467/JM GENERAL STORE
/Paymen/Yes Bank Ltd",20.0,Others
09-08-2024,"UPI/P2M/422243990134/FELIX LOGISTICS
/Paymen/City Union Bank",20.0,Others
09-08-2024,"UPI/P2M/422216075224/PUNNIYAMUTHY M
/Paymen/City Union Bank",73.0,Others
09-08-2024,"UPI/P2M/422243353850/Mr Murali Dharan K
/Paymen/Yes Bank Ltd",40.0,Others
09-08-2024,"UPI/P2M/422275582036/Mr Murali Dharan K
/Paymen/Yes Bank Ltd",30.0,Others
10-08-2024,"UPI/P2M/422397282933/Mr Murali Dharan K
/Paymen/Yes Bank Ltd",50.0,Others
10-08-2024,"UPI/P2M/422319869556/GARAGEPRENEURS
INTERN/Payvia/Axis Bank Ltd.",1.0,Others
10-08-2024,"UPI/P2M/422387617686/Spotify I/ICICI
Ban/MandateR/OTH",59.0,Others
10-08-2024,"UPI/P2M/422324189045/Mr Murali Dharan K
/Paymen/Yes Bank Ltd",20.0,Others
11-08-2024,"UPI/P2M/422440776558/Mr Murali Dharan K
/Paymen/Yes Bank Ltd",15.0,Others
11-08-2024,"UPI/P2M/422432890698/MUNISAMY
PUNNIYAMURTH/Paymen/Yes Bank Ltd",160.0,Others
12-08-2024,"UPI/P2A/745130242693/DEEPALI MISHRA
/Top-up/Axis Bank Ltd.",200.0,Others
12-08-2024,"UPI/P2A/602857881020/DEEPALI MISHRA
/Top-up/Axis Bank Ltd.",36.0,Others
12-08-2024,"UPI/P2M/422578564152/Razorpay Software
Pri/Astrot/Airtel Payments Bank",59.0,Others
12-08-2024,"UPI/P2M/422565292005/Razorpay Software
Pri/Astrot/Airtel Payments Bank",59.0,Others
12-08-2024,"UPI/P2M/422572414571/MUNISAMY
PUNNIYAMURTH/Paymen/Yes Bank Ltd",70.0,Others
12-08-2024,"UPI/P2M/422585430653/One97 Communications
/Paymen/Yes Bank Ltd",20.0,Others
12-08-2024,"UPI/P2M/422504634866/MUNISAMY
PUNNIYAMURTH/Paymen/Yes Bank Ltd",40.0,Others
12-08-2024,"UPI/P2M/422571647468/Google India Digital
/Paymen/Axis Bank Ltd.",179.0,Others
12-08-2024,"UPI/P2M/422577270705/Airtel
/Prepai/Yes Bank Ltd",49.0,Others
12-08-2024,"UPI/P2M/422583977032/Mr Murali Dharan K
/Paymen/Yes Bank Ltd",28.0,Others
12-08-2024,"UPI/P2A/558286349967/SAKSHI MISHRA
/Paymen/Axis Bank Ltd.",536.0,Others
13-08-2024,"UPI/P2M/422647858021/QUADRILLION
FINANCE P/Payvia/Axis Bank Ltd.",550.0,Others
13-08-2024,"UPI/P2M/422668487857/R GAYATHRI
/Paymen/Yes Bank Ltd",40.0,Others
13-08-2024,"UPI/P2M/422624682764/R GAYATHRI
/Paymen/Yes Bank Ltd",40.0,Others
13-08-2024,"UPI/P2M/422626014808/Mr Murali Dharan K
/Paymen/Yes Bank Ltd",80.0,Others
14-08-2024,"UPI/P2M/422763862139/One97 Communications
/Paymen/Yes Bank Ltd",20.0,Others
14-08-2024,"UPI/P2M/422789380225/JM GENERAL STORE
/Paymen/Yes Bank Ltd",35.0,Others
14-08-2024,"UPI/P2M/422715292166/SARAVANAKUMAR
SO CHAK/Paymen/Yes Bank Ltd",45.0,Others
14-08-2024,"UPI/P2M/422779721986/Mr Murali Dharan K
/Paymen/Yes Bank Ltd",40.0,Others
14-08-2024,"UPI/P2M/459346339267/DARLING   CLASSIC
/Paymen/Yes Bank Ltd",538.0,Others
14-08-2024,"UPI/P2M/422735760795/MUNISAMY
PUNNIYAMURTH/Paymen/Yes Bank Ltd",40.0,Others
14-08-2024,GST @18% on MAB Charge,108.0,Others
14-08-2024,Non-Maint Avg bal chgs Jun2024,600.0,Others
15-08-2024,"UPI/P2M/422855254808/Mr Murali Dharan K
/Paymen/Yes Bank Ltd",70.0,Others
15-08-2024,"UPI/P2M/422802315734/Google India Digital
/Paymen/Axis Bank Ltd.",85.0,Others
15-08-2024,"UPI/P2M/422820408999/R GAYATHRI
/Paymen/Yes Bank Ltd",80.0,Others
16-08-2024,"UPI/P2A/670984329414/DEEPALI MISHRA
/Top-up/Axis Bank Ltd.",236.0,Others
16-08-2024,"UPI/P2M/422971478977/MUNISAMY
PUNNIYAMURTH/Paymen/Yes Bank Ltd",140.0,Others
17-08-2024,"UPI/P2A/459699794359/RUSHABH MEHTA
/UPI/HDFC BANK LTD",397.0,Others
17-08-2024,"UPI/P2M/423043161604/ABOUND LIFESTYLE
/Paymen/Yes Bank Ltd",1120.0,Others
17-08-2024,"UPI/P2M/459600002632/FRESH MARKET
/Paymen/Yes Bank Ltd",379.0,Others
17-08-2024,"UPI/P2A/459693800968/RUSHABH MEHTA
/UPI/HDFC BANK LTD",126.0,Others
17-08-2024,"IMPS/P2A/423016054874/DeepaliSBI/X632523/S
TATEBANKOFINDIA/",2530.37,Others
17-08-2024,"UPI/P2M/423001661409/Google India Digital
/Paymen/Axis Bank Ltd.",179.0,Others
18-08-2024,"UPI/P2A/037422006582/DEEPALI MISHRA
/Top-up/Axis Bank Ltd.",95.0,Others
18-08-2024,"UPI/P2A/328661173538/DEEPALI MISHRA
/Top-up/Axis Bank Ltd.",59.0,Others
18-08-2024,"UPI/P2M/423165337428/ASTROTALK
SERVICES PR/astrot/HDFC BANK LTD",59.0,Others
18-08-2024,"UPI/P2M/423172807295/ASTROTALK
SERVICES PR/astrot/HDFC BANK LTD",59.0,Others
18-08-2024,"UPI/P2M/423147535614/One97 Communications
/Paymen/Yes Bank Ltd",40.0,Others
18-08-2024,"UPI/P2M/423128868605/7th HEAVEN
/Paymen/Yes Bank Ltd",328.0,Others
18-08-2024,"UPI/P2A/423176365618/T YUVARAJ
/Paymen/Axis Bank Ltd.",20.0,Others
18-08-2024,"UPI/P2M/423191000449/MUNISAMY
PUNNIYAMURTH/Paymen/Yes Bank Ltd",150.0,Others
19-08-2024,"UPI/P2M/423272220306/One97 Communications
/Paymen/Yes Bank Ltd",20.0,Others
19-08-2024,"UPI/P2M/423262622511/Mr Murali Dharan K
/Paymen/Yes Bank Ltd",20.0,Others
19-08-2024,"UPI/P2M/423291731217/R GAYATHRI
/Paymen/Yes Bank Ltd",40.0,Others
19-08-2024,"UPI/P2M/423257763839/R GAYATHRI
/Paymen/Yes Bank Ltd",8.0,Others
20-08-2024,"UPI/P2M/423345315122/Google India Digital
/Paymen/Axis Bank Ltd.",179.0,Others
20-08-2024,"UPI/P2M/423384333893/One97 Communications
/Paymen/Yes Bank Ltd",20.0,Others
20-08-2024,"UPI/P2M/423372783381/R GAYATHRI
/Paymen/Yes Bank Ltd",50.0,Others
20-08-2024,"UPI/P2M/423329328537/One97 Communications
/Paymen/Yes Bank Ltd",20.0,Others
20-08-2024,"UPI/P2M/423345571691/R GAYATHRI
/Paymen/Yes Bank Ltd",40.0,Others
21-08-2024,"UPI/P2M/423480342698/Google India Digital
/Paymen/Axis Bank Ltd.",179.0,Others
21-08-2024,"UPI/P2M/423462240229/Mr Murali Dharan K
/Paymen/Yes Bank Ltd",15.0,Others
21-08-2024,"UPI/P2A/575512259125/DEEPALI MISHRA
/Top-up/Axis Bank Ltd.",175.82,Others
21-08-2024,"UPI/P2M/423418810854/Dominos Pizza
/Paymen/Yes Bank Ltd",497.0,Food & Dining
21-08-2024,"UPI/P2A/423435569591/DEVANSHI ARYA
/Paymen/HDFC BANK LTD",2.0,Others
21-08-2024,"UPI/P2A/423435693344/AVANTIKA KESHAV
DUSA /Paymen/ICICI Bank",40.0,Others
21-08-2024,"POS/GOOGLE PLAY SER
C/2240920005/210824/15:38/423415760223",130.0,Others
22-08-2024,"UPI/P2M/423589217659/MUNISAMY
PUNNIYAMURTH/Paymen/Yes Bank Ltd",64.0,Others
22-08-2024,"UPI/P2M/423587004427/R GAYATHRI
/Paymen/Yes Bank Ltd",40.0,Others
22-08-2024,"UPI/P2M/423550800133/Mr Murali Dharan K
/Paymen/Yes Bank Ltd",40.0,Others
22-08-2024,"UPI/P2M/423524213804/R GAYATHRI
/Paymen/Yes Bank Ltd",49.0,Others
22-08-2024,"UPI/P2M/423517593971/NETFLIX C/HDFC
BANK/Monthly/OTH",199.0,Others
23-08-2024,"UPI/P2M/423681863306/One97 Communications
/Paymen/Yes Bank Ltd",20.0,Others
23-08-2024,"UPI/P2M/423632328738/MUNISAMY
PUNNIYAMURTH/Paymen/Yes Bank Ltd",20.0,Others
23-08-2024,"UPI/P2M/423648131418/One97 Communications
/Paymen/Yes Bank Ltd",20.0,Others
23-08-2024,"UPI/P2M/423676148517/MUNISAMY
PUNNIYAMURTH/Paymen/Yes Bank Ltd",20.0,Others
23-08-2024,"UPI/P2M/423665074315/Mr Murali Dharan K
/Paymen/Yes Bank Ltd",20.0,Others
23-08-2024,"UPI/P2M/423677068202/Razorpay Software
Pri/QUADRI/Airtel Payments Bank",1600.0,Others
23-08-2024,"UPI/P2M/423656368635/Mr Murali Dharan K
/Paymen/Yes Bank Ltd",10.0,Others
24-08-2024,"UPI/P2M/423717145354/Mr Murali Dharan K
/Paymen/Yes Bank Ltd",40.0,Others
24-08-2024,"UPI/P2M/423709388301/Google India Digital
/Paymen/Axis Bank Ltd.",179.0,Others
24-08-2024,"UPI/P2A/460357415466/RUSHABH MEHTA
/UPI/HDFC BANK LTD",240.0,Others
24-08-2024,"UPI/P2M/423724906296/MC DONALDS
/Paymen/HDFC BANK LTD",52.0,Others
24-08-2024,"UPI/P2M/460304697265/J  SWAPNA
/Paymen/Yes Bank Ltd",69.0,Others
24-08-2024,"UPI/P2A/423848577384/DEVANSHI ARYA
/Paymen/HDFC BANK LTD",35.0,Others
25-08-2024,"UPI/P2M/423862246934/Google India Digital
/Paymen/Axis Bank Ltd.",179.0,Others
25-08-2024,"NEFT/IR/AXOIR23833670126/DeepaliSBI/STAT
E BANK OF INDIA/",7182.0,Others
25-08-2024,"UPI/P2M/423819712778/Mr Murali Dharan K
/Paymen/Yes Bank Ltd",40.0,Others
25-08-2024,"UPI/P2M/423857089629/Google India Digital
/Paymen/Axis Bank Ltd.",179.0,Others
25-08-2024,"UPI/P2M/423845393308/Mr Murali Dharan K
/Paymen/Yes Bank Ltd",115.0,Others
26-08-2024,"UPI/P2A/731824629458/DEEPALI MISHRA
/Top-up/Axis Bank Ltd.",117.21,Others
26-08-2024,"UPI/P2M/423997210089/ASTROTALK
SERVICES PR/astrot/HDFC BANK LTD",59.0,Others
26-08-2024,"UPI/P2M/423944972034/ASTROTALK
SERVICES PR/astrot/HDFC BANK LTD",59.0,Others
26-08-2024,"UPI/P2M/423910379521/ASTROTALK
SERVICES PR/astrot/HDFC BANK LTD",59.0,Others
26-08-2024,"UPI/P2M/423996903200/One97 Communications
/Paymen/Yes Bank Ltd",20.0,Others
26-08-2024,"UPI/P2M/423977593058/MUNISAMY
PUNNIYAMURTH/Paymen/Yes Bank Ltd",20.0,Others
26-08-2024,"UPI/P2M/423984416499/Google India Digital
/Paymen/Axis Bank Ltd.",179.0,Others
26-08-2024,"UPI/P2M/423981778521/Mr Murali Dharan K
/Paymen/Yes Bank Ltd",15.0,Others
26-08-2024,"UPI/P2M/423989445473/Mr Murali Dharan K
/Paymen/Yes Bank Ltd",15.0,Others
26-08-2024,"UPI/P2M/423976634197/PARASURAMAN
MUNISAMY /Paymen/Yes Bank Ltd",205.0,Others
26-08-2024,"UPI/P2M/423989848780/Mr Murali Dharan K
/Paymen/Yes Bank Ltd",40.0,Others
26-08-2024,"UPI/P2M/423939036030/Google/Axis
Bank/MandateE//P2V/",2.0,Others
26-08-2024,"UPI/P2M/423940457264/Google India Digital
/Paymen/Axis Bank Ltd.",179.0,Others
26-08-2024,"UPI/P2M/423980229209/Google India Digital
/Paymen/Axis Bank Ltd.",179.0,Others
27-08-2024,"UPI/P2M/424023042612/Google India Digital
/Paymen/Axis Bank Ltd.",179.0,Others
27-08-2024,"UPI/P2M/424025851823/Google India Digital
/Paymen/Axis Bank Ltd.",179.0,Others
27-08-2024,"UPI/P2M/424037505000/One97 Communications
/Paymen/Yes Bank Ltd",20.0,Others
27-08-2024,"UPI/P2M/424039074461/Mr Murali Dharan K
/Paymen/Yes Bank Ltd",68.0,Others
27-08-2024,"UPI/P2M/424151640472/Google India Digital
/Paymen/Axis Bank Ltd.",179.0,Others
27-08-2024,"UPI/P2M/424192548102/Google India Digital
/Paymen/Axis Bank Ltd.",179.0,Others
28-08-2024,"UPI/P2M/424100212559/Dominos Pizza
/Paymen/Yes Bank Ltd",622.0,Food & Dining
28-08-2024,"UPI/P2M/424126210552/Mr Murali Dharan K
/Paymen/Yes Bank Ltd",50.0,Others
29-08-2024,"UPI/P2M/424246872861/One97 Communications
/Paymen/Yes Bank Ltd",20.0,Others
29-08-2024,"UPI/P2M/424245942855/One97 Communications
/Paymen/Yes Bank Ltd",20.0,Others
29-08-2024,"UPI/P2M/424264632363/MUNISAMY
PUNNIYAMURTH/Paymen/Yes Bank Ltd",145.0,Others
29-08-2024,"UPI/P2M/424273186807/Google/Axis
Bank/MandateE//P2V/",240.0,Others
30-08-2024,"UPI/P2M/424339056727/One97 Communications
/Paymen/Yes Bank Ltd",20.0,Others
30-08-2024,"UPI/P2M/424385598670/MC DONALDS
/Paymen/HDFC BANK LTD",662.02,Others
30-08-2024,"UPI/P2M/424350800525/Mr Murali Dharan K
/Paymen/Yes Bank Ltd",40.0,Others
30-08-2024,"UPI/P2M/424383940109/Ranjeet Kumar
Panipur/Paymen/Bank of India",120.0,Others
31-08-2024,"UPI/P2M/424416172839/One97 Communications
/Paymen/Yes Bank Ltd",20.0,Others
31-08-2024,"UPI/P2M/424467347090/One97 Communications
/Paymen/Yes Bank Ltd",40.0,Others
31-08-2024,"UPI/P2M/424434722680/MUNISAMY
PUNNIYAMURTH/Paymen/Yes Bank Ltd",92.0,Others
31-08-2024,"IMPS/P2A/424414261938/DeepaliSBI/X632523/S
TATEBANKOFINDIA/",202000.0,Others
31-08-2024,"UPI/P2M/424444690549/R GAYATHRI
/Paymen/Yes Bank Ltd",75.0,Others
31-08-2024,"UPI/P2M/424475471659/R GAYATHRI
/Paymen/Yes Bank Ltd",20.0,Others
31-08-2024,"UPI/P2A/424484947994/DEVANSHI ARYA
/Paymen/HDFC BANK LTD",235.0,Others
01-09-2024,"UPI/P2M/461130159900/EKART
/Paymen/Yes Bank Ltd",1438.0,Others
01-09-2024,"UPI/P2M/424544091568/Mr Murali Dharan K
/Paymen/Yes Bank Ltd",80.0,Others
02-09-2024,"UPI/P2A/388517639041/DEEPALI MISHRA
/Top-up/Axis Bank Ltd.",500.0,Others
02-09-2024,"UPI/P2M/424694932741/Airtel
/Prepai/Yes Bank Ltd",49.0,Others
02-09-2024,"UPI/P2M/424606212127/Mr Murali Dharan K
/Paymen/Yes Bank Ltd",35.0,Others
02-09-2024,"UPI/P2M/424653654005/Mr Murali Dharan K
/Paymen/Yes Bank Ltd",110.0,Others
03-09-2024,"UPI/P2M/424718793501/IRCTC Web UPI
/Paymen/Yes Bank Ltd",653.6,Travel
03-09-2024,"UPI/P2M/666622403289/Indian Railways
Cater/Paymen/Axis Bank Ltd.",553.6,Others
03-09-2024,"UPI/P2M/424754496813/Mr Murali Dharan K
/Paymen/Yes Bank Ltd",40.0,Others
03-09-2024,"UPI/P2M/424738379701/Mr Murali Dharan K
/Paymen/Yes Bank Ltd",58.0,Others
03-09-2024,"UPI/P2M/424762641875/Mr Murali Dharan K
/Paymen/Yes Bank Ltd",35.0,Others
03-09-2024,"UPI/P2M/461323718251/J  SWAPNA
/Paymen/Yes Bank Ltd",70.0,Others
04-09-2024,"UPI/P2M/424821667985/One97 Communications
/Paymen/Yes Bank Ltd",20.0,Others
04-09-2024,"UPI/P2M/424827513479/JM GENERAL STORE
/Paymen/Yes Bank Ltd",30.0,Others
04-09-2024,"UPI/P2M/424860252087/BharatPe Merchant
/Pay to/YesBank_Yespay",50.0,Others
04-09-2024,"UPI/P2M/424819043520/Razorpay Software
Pri/Zomato/Airtel Payments Bank",272.6,Others
04-09-2024,"UPI/P2M/424855072103/MUNISAMY
PUNNIYAMURTH/Paymen/Yes Bank Ltd",65.0,Others
04-09-2024,"UPI/P2M/424856118982/Mr Murali Dharan K
/Paymen/Yes Bank Ltd",35.0,Others
04-09-2024,"UPI/P2A/424878827719/Mr. MAHENDIRAN  M
/Paymen/Central Bank Of Indi",150.0,Others
04-09-2024,"UPI/P2M/461459570894/J  SWAPNA
/Paymen/Yes Bank Ltd",80.0,Others
04-09-2024,"UPI/P2M/424984200276/BOATLIFESTYLE
/Paymen/HDFC BANK LTD",1820.0,Others
05-09-2024,"UPI/P2M/424951192241/MD NOOR AHMED
/Paymen/Yes Bank Ltd",220.0,Others
05-09-2024,"UPI/P2M/424926213162/Mr Murali Dharan K
/Paymen/Yes Bank Ltd",35.0,Others
05-09-2024,"UPI/P2M/424933009780/One97 Communications
/Paymen/Yes Bank Ltd",40.0,Others
05-09-2024,"UPI/P2M/424963073284/FROZEN BOTTLE
/Genera/HDFC BANK LTD",470.0,Others
06-09-2024,"UPI/P2M/425039650658/One97 Communications
/Paymen/Yes Bank Ltd",20.0,Others
06-09-2024,"UPI/P2M/425002977734/SREE BALAJI
STORES   /Paymen/HDFC BANK LTD",195.0,Others
06-09-2024,"UPI/P2M/425064442643/PARASURAMAN
MUNISAMY /Paymen/Yes Bank Ltd",20.0,Others
06-09-2024,"UPI/P2M/425010161601/R GAYATHRI
/Paymen/Yes Bank Ltd",50.0,Others
06-09-2024,"UPI/P2M/425041999952/Mr Murali Dharan K
/Paymen/Yes Bank Ltd",20.0,Others
06-09-2024,"UPI/P2M/425011315217/One97 Communications
/Paymen/Yes Bank Ltd",20.0,Others
06-09-2024,"UPI/P2A/045753845890/IFTKAR YAR KHAN
/Paymen/Punjab National Bank",1900.0,Others
06-09-2024,"UPI/P2M/425056425200/One97 Communications
/Paymen/Yes Bank Ltd",20.0,Others
06-09-2024,"UPI/P2M/425058455963/VENSON
ELECTRONICS   /Paymen/ICICI Bank",2800.0,Others
06-09-2024,"UPI/P2M/425042335587/PARASURAMAN
MUNISAMY /Paymen/Yes Bank Ltd",215.0,Others
07-09-2024,"UPI/P2M/461782618439/EKART
/Paymen/Yes Bank Ltd",1467.0,Others
07-09-2024,"UPI/P2A/934529984992/KUMAR  V
/Paymen/State Bank Of India",300.0,Others
07-09-2024,"UPI/P2M/461766713824/MANUSHRI
ENTERPRISE  /Paymen/Yes Bank Ltd",6365.0,Others
08-09-2024,"UPI/P2M/425207197106/Mr Murali Dharan K
/Paymen/Yes Bank Ltd",40.0,Others
08-09-2024,"NEFT/IR/AXOIR25283801272/Enormous Builder
And Deve/YES BANK/",50000.0,Others
